,character_ID,character_name,movie_ID,movie_title,gender
6747,u6747,HARRY,m450,my girl 2,M
6749,u6749,JEFFREY,m450,my girl 2,M
6754,u6754,NICK,m450,my girl 2,M
6755,u6755,PHIL,m450,my girl 2,M
6756,u6756,ROSE,m450,my girl 2,F
6757,u6757,SAM,m450,my girl 2,M
6758,u6758,SHELLY,m450,my girl 2,F
6760,u6760,VADA,m450,my girl 2,F
6765,u6765,HARRY,m451,my girl,M
6767,u6767,MR. BIXLER,m451,my girl,M
6770,u6770,SHELLY,m451,my girl,F
6771,u6771,THOMAS J,m451,my girl,M
6772,u6772,VADA,m451,my girl,F
6773,u6773,DIGGER,m452,my best friend's wedding,M
6774,u6774,JULIANNE,m452,my best friend's wedding,F
6775,u6775,KIMMY,m452,my best friend's wedding,F
6777,u6777,MICHAEL,m452,my best friend's wedding,M
6782,u6782,BARNETT,m453,nashville,M
6787,u6787,KENNY,m453,nashville,M
6789,u6789,LINNEA,m453,nashville,F
6793,u6793,MOTHER,m453,nashville,F
6797,u6797,REESE,m453,nashville,M
6800,u6800,TOM,m453,nashville,M
6801,u6801,TRIPLETTE,m453,nashville,M
6808,u6808,MICKEY,m454,natural born killers,M
6817,u6817,WAYNE,m454,natural born killers,M
6818,u6818,WURLITZER,m454,natural born killers,M
6822,u6822,DUFF,m455,nothing but a man,M
6829,u6829,JOSIE,m455,nothing but a man,F
6830,u6830,LEE,m455,nothing but a man,F
6833,u6833,REVEREND DAWSON,m455,nothing but a man,M
6837,u6837,WILL,m455,nothing but a man,M
6845,u6845,CASE,m457,neuromancer,M
6851,u6851,MOLLY,m457,neuromancer,F
6854,u6854,ALDYS,m458,never been kissed,F
6855,u6855,ANITA,m458,never been kissed,F
6858,u6858,GUS,m458,never been kissed,M
6860,u6860,JOSIE,m458,never been kissed,F
6864,u6864,ROB,m458,never been kissed,M
6865,u6865,SAM,m458,never been kissed,M
6872,u6872,SALLY,m459,the nightmare before christmas,F
6877,u6877,GRADY,m460,a nightmare on elm street part 2: freddy's revenge,M
6878,u6878,JESSE,m460,a nightmare on elm street part 2: freddy's revenge,M
6880,u6880,LISA,m460,a nightmare on elm street part 2: freddy's revenge,F
6886,u6886,KRISTEN,m461,a nightmare on elm street 3: dream warriors,F
6889,u6889,NANCY,m461,a nightmare on elm street 3: dream warriors,F
6890,u6890,NEIL,m461,a nightmare on elm street 3: dream warriors,M
6896,u6896,ANNA,m462,notting hill,F
6906,u6906,MAX,m462,notting hill,M
6909,u6909,SPIKE,m462,notting hill,M
6912,u6912,WILLIAM,m462,notting hill,M
6913,u6913,BIG NURSE,m463,one flew over the cuckoo's nest,F
6914,u6914,BILLY,m463,one flew over the cuckoo's nest,M
6919,u6919,HARDING,m463,one flew over the cuckoo's nest,M
6921,u6921,MCMURPHY,m463,one flew over the cuckoo's nest,M
6927,u6927,ROSE,m463,one flew over the cuckoo's nest,F
6930,u6930,SPIVEY,m463,one flew over the cuckoo's nest,M
6931,u6931,TABER,m463,one flew over the cuckoo's nest,M
6932,u6932,TURKLE,m463,one flew over the cuckoo's nest,M
6940,u6940,FAITH,m464,only you,F
6943,u6943,HIM,m464,only you,M
6944,u6944,KATE,m464,only you,F
6945,u6945,LARRY,m464,only you,M
6947,u6947,PETER,m464,only you,M
6951,u6951,CHARLEY,m465,on the waterfront,M
6953,u6953,EDIE,m465,on the waterfront,F
6954,u6954,FATHER BARRY,m465,on the waterfront,M
6955,u6955,GLOVER,m465,on the waterfront,M
6961,u6961,JOHNNY,m465,on the waterfront,M
6967,u6967,TERRY,m465,on the waterfront,M
6968,u6968,BOB,m466,orgy of the dead,M
6970,u6970,PRINCESS OF DARKNESS,m466,orgy of the dead,F
6971,u6971,SHIRLEY,m466,orgy of the dead,F
6974,u6974,ADELE,m467,out of sight,F
6975,u6975,BUDDY,m467,out of sight,M
6976,u6976,BURDON,m467,out of sight,M
6979,u6979,CRUZ,m467,out of sight,M
6980,u6980,FOLEY,m467,out of sight,M
6981,u6981,GLENN,m467,out of sight,M
6982,u6982,HEJIRA,m467,out of sight,M
6983,u6983,KAREN,m467,out of sight,F
6986,u6986,MARSHALL,m467,out of sight,M
6987,u6987,MAURICE,m467,out of sight,M
6991,u6991,RIPLEY,m467,out of sight,M
7000,u7000,DANNY,m468,pearl harbor,M
7004,u7004,EVELYN,m468,pearl harbor,F
7010,u7010,RAFE,m468,pearl harbor,M
7016,u7016,CAROL,m469,peggy sue got married,F
7017,u7017,CHARLIE,m469,peggy sue got married,M
7021,u7021,MICHAEL,m469,peggy sue got married,M
7022,u7022,MR. KELCHER,m469,peggy sue got married,M
7023,u7023,MRS. KELCHER,m469,peggy sue got married,F
7025,u7025,PEGGY,m469,peggy sue got married,F
7026,u7026,RICHARD,m469,peggy sue got married,M
7030,u7030,DREW,m470,pet sematary ii,M
7031,u7031,GEOFF,m470,pet sematary ii,M
7037,u7037,ANDREW,m471,philadelphia,M
7039,u7039,BELINDA,m471,philadelphia,F
7042,u7042,JOE,m471,philadelphia,M
7046,u7046,LISA,m471,philadelphia,M
7047,u7047,MIGUEL,m471,philadelphia,M
7055,u7055,FRY,m472,pitch black,F
7057,u7057,JOHNS,m472,pitch black,M
7060,u7060,RIDDICK,m472,pitch black,M
7063,u7063,CORNELIUS,m473,planet of the apes,M
7072,u7072,TAYLOR,m473,planet of the apes,M
7073,u7073,ZAIUS,m473,planet of the apes,M
7078,u7078,CHRIS,m474,platoon,M
7083,u7083,KING,m474,platoon,M
7088,u7088,BETTY,m475,playback,F
7089,u7089,BRANDON,m475,playback,M
7094,u7094,GORE,m475,playback,M
7101,u7101,MITCHELL,m475,playback,M
7106,u7106,ANN,m476,the ploughman's lunch,F
7110,u7110,GOLD,m476,the ploughman's lunch,M
7111,u7111,JAMES,m476,the ploughman's lunch,M
7112,u7112,JEREMY,m476,the ploughman's lunch,M
7116,u7116,SUSAN,m476,the ploughman's lunch,F
7118,u7118,BODHI,m477,point break,M
7121,u7121,PAPPAS,m477,point break,M
7122,u7122,TYLER,m477,point break,F
7123,u7123,UTAH,m477,point break,M
7126,u7126,DILLON,m478,predator,M
7133,u7133,EDWARD,m479,pretty woman,M
7135,u7135,KIT,m479,pretty woman,F
7139,u7139,MR. THOMAS,m479,pretty woman,M
7141,u7141,STUCKEY,m479,pretty woman,M
7142,u7142,VIVIAN,m479,pretty woman,F
7144,u7144,BUTTERCUP,m480,the princess bride,F
7145,u7145,FEZZIK,m480,the princess bride,M
7146,u7146,GRANDFATHER,m480,the princess bride,M
7148,u7148,INIGO,m480,the princess bride,M
7149,u7149,MAN IN BLACK,m480,the princess bride,M
7155,u7155,VIZZINI,m480,the princess bride,M
7156,u7156,WESTLEY,m480,the princess bride,M
7158,u7158,BIALYSTOCK,m481,the producers,M
7160,u7160,BLOOM,m481,the producers,M
7165,u7165,LIEBKIND,m481,the producers,M
7169,u7169,ARBOGAST,m482,psycho,M
7173,u7173,LILA,m482,psycho,F
7175,u7175,MARY,m482,psycho,F
7177,u7177,NORMAN,m482,psycho,M
7180,u7180,SAM,m482,psycho,M
7202,u7202,CHARLOTTE,m485,mystery of the wax museum,F
7204,u7204,EDITOR,m485,mystery of the wax museum,M
7206,u7206,FLORENCE,m485,mystery of the wax museum,F
7211,u7211,SERGEANT,m485,mystery of the wax museum,M
7213,u7213,WINTON,m485,mystery of the wax museum,M
7216,u7216,MIA,m486,quantum project,F
7217,u7217,PENTCHO,m486,quantum project,M
7220,u7220,BUDDY,m487,rambling rose,M
7221,u7221,DADDY,m487,rambling rose,M
7222,u7222,DAVE WILKIE,m487,rambling rose,M
7223,u7223,DOLL,m487,rambling rose,F
7224,u7224,DR. MARTINSON,m487,rambling rose,M
7226,u7226,MOTHER,m487,rambling rose,F
7227,u7227,ROSE,m487,rambling rose,F
7229,u7229,WILLCOX HILLYER,m487,rambling rose,M
7234,u7234,BILLY-BOY,m488,red white black & blue,M
7245,u7245,HAN,m489,star wars: episode vi - return of the jedi,M
7249,u7249,LUKE,m489,star wars: episode vi - return of the jedi,M
7255,u7255,BRAD,m490,the rocky horror picture show,M
7258,u7258,FRANK,m490,the rocky horror picture show,M
7260,u7260,JANET,m490,the rocky horror picture show,F
7264,u7264,ADRIAN,m491,rocky,F
7265,u7265,APOLLO,m491,rocky,M
7274,u7274,GAZZO,m491,rocky,M
7276,u7276,MARIE,m491,rocky,F
7277,u7277,MICKEY,m491,rocky,M
7280,u7280,PAULIE,m491,rocky,M
7283,u7283,ROCKY,m491,rocky,M
7284,u7284,TRAINER,m491,rocky,M
7288,u7288,DOLORES,m492,who framed roger rabbit,F
7289,u7289,DOOM,m492,who framed roger rabbit,M
7291,u7291,JESSICA RABBIT,m492,who framed roger rabbit,F
7293,u7293,MAROON,m492,who framed roger rabbit,M
7294,u7294,ROGER RABBIT,m492,who framed roger rabbit,M
7295,u7295,VALIANT,m492,who framed roger rabbit,M
7298,u7298,BENVOLIO,m493,romeo and juliet,M
7303,u7303,JULIET,m493,romeo and juliet,F
7305,u7305,MERCUTIO,m493,romeo and juliet,M
7306,u7306,NURSE,m493,romeo and juliet,F
7307,u7307,ROMEO,m493,romeo and juliet,M
7311,u7311,DEIRDRE,m494,ronin,F
7319,u7319,SAM,m494,ronin,M
7320,u7320,SEAMUS,m494,ronin,M
7323,u7323,VINCENT,m494,ronin,M
7324,u7324,BOOTH,m495,route 9,M
7327,u7327,DWAYNE,m495,route 9,M
7328,u7328,EARL,m495,route 9,M
7329,u7329,EARL'S MOTHER,m495,route 9,F
7330,u7330,JESSE,m495,route 9,M
7333,u7333,SALLY,m495,route 9,F
7337,u7337,CARTER,m496,rush hour 2,M
7341,u7341,ISABELLA,m496,rush hour 2,F
7343,u7343,LEE,m496,rush hour 2,M
7349,u7349,CARTER,m497,rush hour,M
7352,u7352,JOHNSON,m497,rush hour,F
7354,u7354,LEE,m497,rush hour,M
7356,u7356,RUSS,m497,rush hour,M
7364,u7364,FISHER,m498,runaway bride,M
7366,u7366,IKE,m498,runaway bride,M
7367,u7367,MAGGIE,m498,runaway bride,F
7370,u7370,PEGGY,m498,runaway bride,F
7372,u7372,ANNIE,m499,sleepless in seattle,F
7373,u7373,BARBARA,m499,sleepless in seattle,F
7374,u7374,BECKY,m499,sleepless in seattle,F
7377,u7377,DR. MARCIA FIELDSTONE,m499,sleepless in seattle,F
7381,u7381,JONAH,m499,sleepless in seattle,M
7384,u7384,SAM,m499,sleepless in seattle,M
7389,u7389,WALTER,m499,sleepless in seattle,M
7394,u7394,ESPERANZA,m500,salt of the earth,F
7409,u7409,COLETTE,m501,the salton sea,F
7410,u7410,DANNY,m501,the salton sea,M
7412,u7412,GARCETTI,m501,the salton sea,M
7413,u7413,JIMMY,m501,the salton sea,M
7415,u7415,LIZ,m501,the salton sea,F
7417,u7417,POOH-BEAR,m501,the salton sea,M
7422,u7422,JACKSON,m502,saving private ryan,M
7423,u7423,MILLER,m502,saving private ryan,M
7424,u7424,REIBEN,m502,saving private ryan,M
7426,u7426,SARGE,m502,saving private ryan,M
7428,u7428,UPHAM,m502,saving private ryan,M
7434,u7434,COREY,m503,say anything...,F
7437,u7437,DIANE,m503,say anything...,F
7440,u7440,JIM,m503,say anything...,M
7442,u7442,LLOYD,m503,say anything...,M
7454,u7454,GOETH,m504,schindler's list,M
7460,u7460,SCHINDLER,m504,schindler's list,M
7461,u7461,STERN,m504,schindler's list,M
7467,u7467,DEBBIE SALT,m505,scream 2,F
7468,u7468,DEREK,m505,scream 2,M
7469,u7469,DEWEY,m505,scream 2,M
7470,u7470,GALE,m505,scream 2,F
7472,u7472,HALLIE,m505,scream 2,F
7484,u7484,SIDNEY,m505,scream 2,F
7491,u7491,DEWEY,m506,scream 3,M
7492,u7492,GALE,m506,scream 3,F
7493,u7493,JENNIFER,m506,scream 3,F
7497,u7497,SIDNEY,m506,scream 3,F
7500,u7500,VOICE,m506,scream 3,M
7502,u7502,BILLY,m507,scream,M
7503,u7503,CASEY,m507,scream,F
7504,u7504,DEWEY,m507,scream,M
7506,u7506,GALE,m507,scream,F
7510,u7510,MAN,m507,scream,M
7513,u7513,RANDY,m507,scream,M
7514,u7514,SHERIFF BURKE,m507,scream,M
7515,u7515,SIDNEY,m507,scream,F
7516,u7516,STU,m507,scream,M
7517,u7517,TATUM,m507,scream,F
7518,u7518,CAPTAIN,m508,seven,M
7521,u7521,JOHN DOE,m508,seven,M
7522,u7522,MILLS,m508,seven,M
7524,u7524,SOMERSET,m508,seven,M
7526,u7526,TRACY,m508,seven,F
7531,u7531,CLAYTON,m509,the searchers,M
7533,u7533,ETHAN,m509,the searchers,M
7539,u7539,LAURIE,m509,the searchers,F
7542,u7542,MARTIN,m509,the searchers,M
7546,u7546,ELLEN,m510,seven days to live,F
7548,u7548,MARTIN,m510,seven days to live,M
7556,u7556,FENNYMAN,m511,shakespeare in love,M
7557,u7557,HENSLOWE,m511,shakespeare in love,M
7569,u7569,VIOLA,m511,shakespeare in love,F
7572,u7572,WESSEX,m511,shakespeare in love,M
7573,u7573,WILL,m511,shakespeare in love,M
7574,u7574,ALEX,m512,shallow grave,M
7576,u7576,DAVID,m512,shallow grave,M
7579,u7579,HUGO,m512,shallow grave,M
7580,u7580,JULIET,m512,shallow grave,F
7582,u7582,MCCALL,m512,shallow grave,M
7586,u7586,FELICIA,m513,shampoo,F
7587,u7587,FELICIA'S VOICE,m513,shampoo,F
7588,u7588,GEORGE,m513,shampoo,M
7589,u7589,GEORGE'S VOICE,m513,shampoo,M
7593,u7593,JACKIE,m513,shampoo,F
7594,u7594,JILL,m513,shampoo,F
7597,u7597,LESTER,m513,shampoo,M
7598,u7598,LORNA,m513,shampoo,F
7603,u7603,POPE,m513,shampoo,M
7608,u7608,DANNY,m514,the shining,M
7611,u7611,GRADY,m514,the shining,M
7614,u7614,JACK,m514,the shining,M
7617,u7617,ULLMAN,m514,the shining,M
7619,u7619,WENDY,m514,the shining,F
7621,u7621,MARTY,m515,silver bullet,M
7624,u7624,UNCLE AL,m515,silver bullet,M
7628,u7628,CHRISTY,m516,sister act,M
7629,u7629,EDDIE,m516,sister act,M
7632,u7632,MARY LAZARUS,m516,sister act,F
7633,u7633,MARY PATRICK,m516,sister act,F
7635,u7635,MARY ROBERT,m516,sister act,F
7637,u7637,MOTHER SUPERIOR,m516,sister act,F
7641,u7641,VINCE,m516,sister act,M
7645,u7645,DOCTOR LANCASTER,m517,sleepy hollow,M
7646,u7646,FATHER STEENWYCK,m517,sleepy hollow,M
7649,u7649,ICHABOD,m517,sleepy hollow,M
7650,u7650,KATRINA,m517,sleepy hollow,F
7658,u7658,YOUNG MASBATH,m517,sleepy hollow,M
7659,u7659,BILL,m518,sling blade,M
7662,u7662,DOYLE,m518,sling blade,M
7663,u7663,FRANK,m518,sling blade,M
7666,u7666,KARL,m518,sling blade,M
7667,u7667,LINDA,m518,sling blade,F
7668,u7668,MARSHA,m518,sling blade,F
7673,u7673,VAUGHAN,m518,sling blade,M
7674,u7674,WOOLRIDGE,m518,sling blade,M
7675,u7675,APRIL,m519,smoke,F
7676,u7676,AUGGIE,m519,smoke,M
7677,u7677,AUNT EM,m519,smoke,F
7678,u7678,CYRUS,m519,smoke,M
7682,u7682,PAUL,m519,smoke,M
7683,u7683,RASHID,m519,smoke,M
7684,u7684,RUBY,m519,smoke,F
7686,u7686,VINNIE,m519,smoke,M
7694,u7694,HATSUE,m520,snow falling on cedars,F
7696,u7696,HOOKS,m520,snow falling on cedars,M
7697,u7697,ISHMAEL,m520,snow falling on cedars,M
7701,u7701,MORAN,m520,snow falling on cedars,M
7702,u7702,NELS,m520,snow falling on cedars,M
7712,u7712,JERRY,m522,some like it hot,M
7713,u7713,JOE,m522,some like it hot,M
7715,u7715,MULLIGAN,m522,some like it hot,M
7717,u7717,OSGOOD,m522,some like it hot,M
7720,u7720,SPATS,m522,some like it hot,M
7722,u7722,SUGAR,m522,some like it hot,F
7728,u7728,JEFFREY,m523,the wedding date,M
7729,u7729,KAT,m523,the wedding date,F
7730,u7730,NICK,m523,the wedding date,M
7735,u7735,CAMILLE,m524,sounder,F
7739,u7739,DAVID LEE,m524,sounder,M
7748,u7748,NATHAN LEE,m524,sounder,M
7750,u7750,REBECCA,m524,sounder,F
7754,u7754,CARTMAN,m525,south park: bigger longer & uncut,M
7761,u7761,KYLE,m525,south park: bigger longer & uncut,M
7765,u7765,PHILLIP,m525,south park: bigger longer & uncut,M
7768,u7768,SADDAM HUSSEIN,m525,south park: bigger longer & uncut,M
7769,u7769,SATAN,m525,south park: bigger longer & uncut,M
7770,u7770,STAN,m525,south park: bigger longer & uncut,M
7772,u7772,TERRANCE,m525,south park: bigger longer & uncut,M
7777,u7777,BARNES,m526,spacejacked,M
7779,u7779,DAWN,m526,spacejacked,F
7784,u7784,PILOT,m526,spacejacked,M
7786,u7786,TAYLOR,m526,spacejacked,M
7791,u7791,BREEZE,m527,spare me,M
7792,u7792,BUZZ,m527,spare me,M
7796,u7796,KASTLE,m527,spare me,M
7800,u7800,SHEILA,m527,spare me,F
7801,u7801,SID,m527,spare me,M
7802,u7802,THEO,m527,spare me,M
7805,u7805,BARNES,m528,sphere,M
7806,u7806,BETH,m528,sphere,F
7809,u7809,HARRY,m528,sphere,M
7811,u7811,NORMAN,m528,sphere,M
7814,u7814,TED,m528,sphere,M
7816,u7816,BEN,m529,star wars,M
7821,u7821,HAN,m529,star wars,M
7824,u7824,LUKE,m529,star wars,M
7828,u7828,ACE,m530,starship troopers,M
7830,u7830,CARL,m530,starship troopers,M
7831,u7831,CARMEN,m530,starship troopers,F
7833,u7833,DIZZY,m530,starship troopers,F
7837,u7837,JOHNNY,m530,starship troopers,M
7840,u7840,RASCZAK,m530,starship troopers,M
7843,u7843,ZANDER,m530,starship troopers,M
7847,u7847,DECKER,m531,star trek: the motion picture,M
7849,u7849,KIRK,m531,star trek: the motion picture,M
7853,u7853,SPOCK,m531,star trek: the motion picture,M
7856,u7856,ANN,m532,state and main,F
7860,u7860,BOB,m532,state and main,M
7863,u7863,CLAIRE,m532,state and main,F
7867,u7867,DOUG,m532,state and main,M
7869,u7869,JOE,m532,state and main,M
7870,u7870,MARTY,m532,state and main,M
7877,u7877,WALT,m532,state and main,M
7878,u7878,ANNABELLE,m533,stepmom,F
7879,u7879,BEN,m533,stepmom,M
7883,u7883,JACKIE,m533,stepmom,F
7884,u7884,LUKE,m533,stepmom,M
7885,u7885,RACHEL,m533,stepmom,F
7889,u7889,CONSUELO,m534,storytelling,F
7890,u7890,EDITOR,m534,storytelling,F
7892,u7892,MARCUS,m534,storytelling,M
7894,u7894,MIKEY,m534,storytelling,M
7895,u7895,MR SCOTT,m534,storytelling,M
7897,u7897,PAM,m534,storytelling,F
7898,u7898,SCOOBY,m534,storytelling,M
7900,u7900,TOBY,m534,storytelling,M
7901,u7901,VI,m534,storytelling,F
7919,u7919,GENERAL JACK D. RIPPER,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,M
7920,u7920,GENERAL RIPPER,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,M
7921,u7921,GENERAL SCHMUCK,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,M
7925,u7925,LT. ZOGG,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,M
7926,u7926,MAJOR KONG,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,M
7927,u7927,MAJOR MANDRAKE,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,M
7928,u7928,PRESIDENT MUFFLEY,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,M
7931,u7931,BEE-BEE,m537,suburbia,F
7932,u7932,BUFF,m537,suburbia,M
7934,u7934,ERICA,m537,suburbia,F
7936,u7936,JEFF,m537,suburbia,M
7937,u7937,NAZEER,m537,suburbia,M
7938,u7938,PONY,m537,suburbia,M
7940,u7940,SOOZE,m537,suburbia,F
7942,u7942,TIM,m537,suburbia,M
7944,u7944,DIANE,m538,sugar & spice,F
7949,u7949,JACK,m538,sugar & spice,M
7950,u7950,KANSAS,m538,sugar & spice,F
7952,u7952,LUCY,m538,sugar & spice,F
7953,u7953,MRS. HILL,m538,sugar & spice,F
7955,u7955,ARTIE,m539,sunset blvd.,M
7956,u7956,BETTY,m539,sunset blvd.,F
7959,u7959,GILLIS,m539,sunset blvd.,M
7962,u7962,MAX,m539,sunset blvd.,M
7965,u7965,NORMA,m539,sunset blvd.,F
7968,u7968,BIANCA,m540,supergirl,F
7970,u7970,ETHAN,m540,supergirl,M
7974,u7974,LINDA,m540,supergirl,F
7975,u7975,LUCY,m540,supergirl,F
7977,u7977,NIGEL,m540,supergirl,M
7978,u7978,SELENA,m540,supergirl,F
7979,u7979,SUPERGIRL,m540,supergirl,F
7980,u7980,ZALTAR,m540,supergirl,M
7983,u7983,CLARK,m541,superman iii,M
7986,u7986,GUS,m541,superman iii,M
7988,u7988,LANA,m541,superman iii,F
7994,u7994,ROSS,m541,superman iii,M
7997,u7997,VERA,m541,superman iii,F
7998,u7998,CLARK,m542,superman ii,M
8004,u8004,LOIS,m542,superman ii,F
8015,u8015,CLARK,m543,superman iv: the quest for peace,M
8018,u8018,LACY,m543,superman iv: the quest for peace,F
8019,u8019,LENNY,m543,superman iv: the quest for peace,M
8020,u8020,LEX,m543,superman iv: the quest for peace,M
8026,u8026,CLARK,m544,superman,M
8027,u8027,EVE,m544,superman,F
8033,u8033,LOIS,m544,superman,F
8034,u8034,LUTHOR,m544,superman,M
8036,u8036,OTIS,m544,superman,M
8038,u8038,SUPERMAN,m544,superman,M
8040,u8040,BILLY,m545,the sweet hereafter,M
8041,u8041,DOLORES,m545,the sweet hereafter,F
8045,u8045,MITCHELL,m545,the sweet hereafter,M
8046,u8046,NICOLE,m545,the sweet hereafter,F
8048,u8048,RISA,m545,the sweet hereafter,F
8049,u8049,SAM,m545,the sweet hereafter,M
8050,u8050,SCHWARTZ,m545,the sweet hereafter,M
8054,u8054,ZOE,m545,the sweet hereafter,M
8059,u8059,HUNSECKER,m546,sweet smell of success,M
8062,u8062,RITA,m546,sweet smell of success,F
8063,u8063,SALLY,m546,sweet smell of success,F
8065,u8065,SIDNEY,m546,sweet smell of success,M
8066,u8066,STEVE,m546,sweet smell of success,M
8067,u8067,SUSAN,m546,sweet smell of success,F
8072,u8072,JOHN,m547,terminator 2: judgment day,M
8074,u8074,SARAH,m547,terminator 2: judgment day,F
8077,u8077,TERMINATOR,m547,terminator 2: judgment day,M
8081,u8081,DAVID,m548,taking sides,M
8083,u8083,EMMI,m548,taking sides,F
8084,u8084,FURTWÄNGLER,m548,taking sides,M
8086,u8086,RODE,m548,taking sides,M
8088,u8088,STEVE,m548,taking sides,M
8095,u8095,REESE,m549,the terminator,M
8096,u8096,SARAH,m549,the terminator,F
8103,u8103,CHRISTINE,m550,the game,F
8104,u8104,CONRAD,m550,the game,M
8107,u8107,FEINGOLD,m550,the game,M
8110,u8110,ILSA,m550,the game,F
8114,u8114,NICHOLAS,m550,the game,M
8119,u8119,MARROW,m551,the haunting,M
8123,u8123,NELL,m551,the haunting,F
8124,u8124,THEO,m551,the haunting,F
8126,u8126,ADHARA,m552,the limey,F
8130,u8130,ED,m552,the limey,M
8131,u8131,ELAINE,m552,the limey,F
8137,u8137,STACY,m552,the limey,M
8140,u8140,UNCLE JOHN,m552,the limey,M
8141,u8141,VALENTINE,m552,the limey,M
8142,u8142,WILSON,m552,the limey,M
8144,u8144,BIRDY,m553,the man who wasn't there,F
8146,u8146,CREIGHTON,m553,the man who wasn't there,M
8147,u8147,DAVE,m553,the man who wasn't there,M
8149,u8149,DORIS,m553,the man who wasn't there,F
8150,u8150,ED,m553,the man who wasn't there,M
8151,u8151,FRANK,m553,the man who wasn't there,M
8155,u8155,RIEDENSCHNEIDER,m553,the man who wasn't there,M
8162,u8162,D'AGOSTA,m554,the relic,M
8164,u8164,FROCK,m554,the relic,M
8170,u8170,MARGO,m554,the relic,F
8171,u8171,PENDERGAST,m554,the relic,M
8173,u8173,CHRISTOF,m555,the truman show,M
8177,u8177,INTERVIEWER,m555,the truman show,M
8179,u8179,MARLON,m555,the truman show,M
8180,u8180,MERYL,m555,the truman show,F
8186,u8186,TRUMAN,m555,the truman show,M
8196,u8196,KURTZWEIL,m556,the x files,M
8197,u8197,MULDER,m556,the x files,M
8198,u8198,SCULLY,m556,the x files,F
8201,u8201,WELL-MANICURED MAN,m556,the x files,M
8203,u8203,CATHERINE,m557,the cell,F
8207,u8207,MIRIAM,m557,the cell,F
8208,u8208,NOVAK,m557,the cell,M
8211,u8211,ANNA,m558,the third man,F
8213,u8213,CALLOWAY,m558,the third man,M
8215,u8215,CRABBIN,m558,the third man,M
8216,u8216,HARRY,m558,the third man,M
8218,u8218,MARTINS,m558,the third man,M
8221,u8221,PORTER,m558,the third man,M
8226,u8226,DAFFY,m559,the beach,M
8230,u8230,RICHARD,m559,the beach,M
8236,u8236,CARLA,m560,the believer,F
8239,u8239,CURTIS,m560,the believer,M
8240,u8240,DANNY,m560,the believer,M
8244,u8244,GUY,m560,the believer,M
8246,u8246,KYLE,m560,the believer,M
8250,u8250,MIRIAM,m560,the believer,F
8258,u8258,DUFFY,m561,le grand bleu,M
8259,u8259,ENZO,m561,le grand bleu,M
8261,u8261,JACQUES,m561,le grand bleu,M
8262,u8262,JOHANA,m561,le grand bleu,F
8268,u8268,SALLY,m561,le grand bleu,F
8272,u8272,ESTHER,m562,the hebrew hammer,F
8273,u8273,HAMMER,m562,the hebrew hammer,M
8274,u8274,MOHAMMED,m562,the hebrew hammer,M
8280,u8280,CHARLIE,m563,the leopard man,M
8284,u8284,GALBRAITH,m563,the leopard man,M
8285,u8285,JERRY,m563,the leopard man,M
8286,u8286,KIKI,m563,the leopard man,F
8292,u8292,DEBORAH,m564,the lost son,F
8295,u8295,EMILY,m564,the lost son,F
8297,u8297,GIANT,m564,the lost son,M
8299,u8299,JANE,m564,the lost son,F
8300,u8300,LOMBARD,m564,the lost son,M
8304,u8304,MARTIN,m564,the lost son,M
8306,u8306,MRS SPITZ,m564,the lost son,F
8311,u8311,RHIAN,m564,the lost son,M
8315,u8315,AULON,m565,the messenger,M
8316,u8316,BEAUPERE,m565,the messenger,M
8321,u8321,CAUCHON,m565,the messenger,M
8322,u8322,CHARLES,m565,the messenger,M
8329,u8329,JEANNE,m565,the messenger,F
8332,u8332,MAN,m565,the messenger,M
8333,u8333,PRIEST,m565,the messenger,M
8345,u8345,HENRYK,m566,the pianist,M
8355,u8355,SZPILMAN,m566,the pianist,M
8358,u8358,BAINES,m567,the piano,M
8362,u8362,STEWART,m567,the piano,M
8364,u8364,BLACK MAN,m568,the sting,M
8366,u8366,COLEMAN,m568,the sting,M
8370,u8370,FLOYD,m568,the sting,M
8372,u8372,GONDORFF,m568,the sting,M
8375,u8375,HOOKER,m568,the sting,M
8377,u8377,LONNEGAN,m568,the sting,M
8378,u8378,LORETTA,m568,the sting,F
8391,u8391,DOROTHY,m569,the thin man,F
8394,u8394,GUILD,m569,the thin man,M
8396,u8396,JULIA,m569,the thin man,F
8398,u8398,MIMI,m569,the thin man,F
8399,u8399,MORELLI,m569,the thin man,M
8400,u8400,NICK,m569,the thin man,M
8401,u8401,NORA,m569,the thin man,F
8406,u8406,WYNANT,m569,the thin man,F
8408,u8408,EPPS,m570,three kings,M
8409,u8409,JAEGER,m570,three kings,M
8410,u8410,WES,m570,three kings,F
8414,u8414,LUH,m571,thx 1138,F
8417,u8417,SEN,m571,thx 1138,M
8418,u8418,SRT,m571,thx 1138,M
8419,u8419,THX,m571,thx 1138,M
8424,u8424,GLASS,m572,ticker,M
8437,u8437,GASTON,m573,trouble in paradise,M
8439,u8439,GIRON,m573,trouble in paradise,M
8440,u8440,LILY,m573,trouble in paradise,F
