,movie_ID,movie_title,movie_year,genres,movie_decade
399,m399,interview with the vampire: the vampire chronicles,1994,"['drama', 'fantasy']",1990
400,m400,i still know what you did last summer,1998,"['horror', 'mystery', 'thriller']",1990
401,m401,isle of the dead,1945,"['drama', 'horror', 'mystery', 'thriller']",1940
402,m402,it's a wonderful life,1946,"['drama', 'fantasy', 'romance']",1940
403,m403,jaws 2,1978,['thriller'],1970
404,m404,jaws 3-d,1983,['thriller'],1980
405,m405,jaws: the revenge,1987,['thriller'],1980
406,m406,the jazz singer,1927,"['drama', 'music', 'romance']",1920
407,m407,jennifer eight,1992,"['thriller', 'mystery']",1990
408,m408,jerry maguire,1996,"['comedy', 'drama', 'romance', 'sport']",1990
409,m409,jurassic park iii,2001,"['action', 'adventure', 'sci-fi', 'thriller']",2000
410,m410,the lost world: jurassic park,1997,"['action', 'adventure', 'sci-fi', 'thriller', 'action', 'adventure', 'animation', 'horror', 'sci-fi', 'thriller']",1990
411,m411,jurassic park,1993,"['action', 'adventure', 'family', 'sci-fi', 'action', 'adventure', 'fantasy', 'sci-fi']",1990
412,m412,freddy vs. jason,2003,"['horror', 'thriller']",2000
413,m413,kafka,1991,"['comedy', 'drama', 'mystery', 'sci-fi', 'thriller']",1990
414,m414,king kong,2005,"['adventure', 'drama', 'romance']",2000
415,m415,klute,1971,"['mystery', 'romance', 'thriller']",1970
416,m416,kramer vs. kramer,1979,['drama'],1970
417,m417,kundun,1997,"['biography', 'drama', 'history', 'war']",1990
418,m418,lake placid,1999,"['action', 'comedy', 'horror', 'thriller']",1990
419,m419,the silence of the lambs,1991,"['crime', 'thriller']",1990
420,m420,last of the mohicans,1977,"['action', 'adventure', 'war']",1970
421,m421,leviathan,1989,"['adventure', 'horror', 'mystery', 'sci-fi', 'thriller']",1980
422,m422,"lock, stock and two smoking barrels",1998,"['crime', 'thriller']",1990
423,m423,lone star,1996,"['drama', 'mystery', 'romance', 'western']",1990
424,m424,lord of illusions,1995,"['fantasy', 'horror', 'mystery', 'thriller']",1990
425,m425,lost in translation,2003,"['drama', 'romance']",2000
426,m426,lost souls,2000,"['drama', 'horror', 'thriller', 'romance']",2000
427,m427,love & basketball,2000,"['drama', 'romance', 'sport']",2000
428,m428,magnolia,1999,['drama'],1990
429,m429,the man in the iron mask,1998,"['action', 'adventure', 'drama', 'history']",1990
430,m430,manhunt,2003,"['action', 'adventure', 'crime', 'horror', 'thriller']",2000
431,m431,manhunter,1986,"['crime', 'thriller']",1980
432,m432,man on the moon,1999,"['biography', 'comedy', 'drama']",1990
433,m433,the matrix,1999,"['action', 'adventure', 'adventure', 'adventure', 'sci-fi']",1990
434,m434,halloween iii: season of the witch,1982,"['horror', 'mystery', 'sci-fi']",1980
435,m435,meet joe black,1998,"['drama', 'fantasy', 'mystery', 'romance']",1990
436,m436,memento,2000,"['crime', 'drama', 'mystery', 'thriller']",2000
437,m437,miami vice,2006,"['action', 'crime', 'drama', 'thriller']",2000
438,m438,midnight cowboy,1969,['drama'],1960
439,m439,midnight express,1978,"['biography', 'crime', 'drama', 'thriller']",1970
440,m440,mimic,1997,"['drama', 'horror', 'sci-fi']",1990
441,m441,misery,1990,['thriller'],1990
442,m442,mission: impossible ii,2000,"['action', 'adventure', 'thriller']",2000
443,m443,mission: impossible,1996,"['action', 'adventure', 'thriller']",1990
444,m444,moonstruck,1987,"['comedy', 'romance', 'drama']",1980
445,m445,monty python and the holy grail,1975,"['adventure', 'comedy']",1970
446,m446,mrs brown,1997,"['biography', 'drama', 'history', 'romance']",1990
447,m447,arcade,1993,['sci-fi'],1990
448,m448,mulholland dr.,2001,"['drama', 'mystery', 'thriller']",2000
449,m449,"""murderland""",2009,"['crime', 'drama', 'mystery']",2000
450,m450,my girl 2,1994,"['comedy', 'drama', 'family', 'romance']",1990
451,m451,my girl,1991,"['comedy', 'drama', 'family', 'romance']",1990
452,m452,my best friend's wedding,1997,"['comedy', 'romance']",1990
453,m453,nashville,1975,"['drama', 'music']",1970
454,m454,natural born killers,1994,"['action', 'crime', 'drama', 'romance', 'thriller']",1990
455,m455,nothing but a man,1964,"['drama', 'romance']",1960
456,m456,the negotiator,1998,"['action', 'crime', 'drama', 'mystery', 'thriller']",1990
457,m457,neuromancer,1988,"['action', 'adventure', 'animation', 'sci-fi']",1980
458,m458,never been kissed,1999,"['comedy', 'drama', 'romance']",1990
459,m459,the nightmare before christmas,1993,"['animation', 'family', 'fantasy', 'musical']",1990
460,m460,a nightmare on elm street part 2: freddy's revenge,1985,"['fantasy', 'horror', 'thriller']",1980
461,m461,a nightmare on elm street 3: dream warriors,1987,"['fantasy', 'horror', 'thriller']",1980
462,m462,notting hill,1999,"['comedy', 'romance']",1990
463,m463,one flew over the cuckoo's nest,1975,['drama'],1970
464,m464,only you,1994,"['comedy', 'romance']",1990
465,m465,on the waterfront,1954,"['crime', 'drama', 'romance']",1950
466,m466,orgy of the dead,1965,"['fantasy', 'horror']",1960
467,m467,out of sight,1998,"['comedy', 'crime', 'romance', 'thriller']",1990
468,m468,pearl harbor,2001,"['action', 'drama', 'romance', 'war']",2000
469,m469,peggy sue got married,1986,"['comedy', 'drama', 'fantasy', 'romance']",1980
470,m470,pet sematary ii,1992,"['action', 'horror', 'thriller']",1990
471,m471,philadelphia,1993,['drama'],1990
472,m472,pitch black,2000,"['action', 'sci-fi', 'thriller']",2000
473,m473,planet of the apes,2001,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']",2000
474,m474,platoon,1986,"['action', 'drama', 'war']",1980
475,m475,playback,1996,['thriller'],1990
476,m476,the ploughman's lunch,1983,['drama'],1980
477,m477,point break,1991,"['action', 'adventure', 'crime', 'drama', 'sport', 'thriller']",1990
478,m478,predator,1987,"['action', 'adventure', 'sci-fi', 'thriller']",1980
479,m479,pretty woman,1990,"['comedy', 'romance']",1990
480,m480,the princess bride,1987,"['adventure', 'comedy', 'family', 'fantasy', 'romance']",1980
481,m481,the producers,1968,['comedy'],1960
482,m482,psycho,1960,"['drama', 'horror', 'mystery', 'thriller', 'thriller']",1960
483,m483,maniac,1980,"['drama', 'horror', 'thriller']",1980
484,m484,vampyr,1932,"['fantasy', 'horror']",1930
485,m485,mystery of the wax museum,1933,"['horror', 'mystery', 'thriller']",1930
486,m486,quantum project,2000,"['short', 'adventure', 'drama', 'romance']",2000
487,m487,rambling rose,1991,['drama'],1990
488,m488,red white black & blue,2006,['documentary'],2000
489,m489,star wars: episode vi - return of the jedi,1983,"['action', 'adventure', 'fantasy', 'sci-fi']",1980
490,m490,the rocky horror picture show,1975,"['comedy', 'musical']",1970
491,m491,rocky,1976,"['drama', 'romance', 'sport']",1970
492,m492,who framed roger rabbit,1988,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']",1980
493,m493,romeo and juliet,1968,"['drama', 'romance']",1960
494,m494,ronin,1998,"['action', 'crime', 'thriller']",1990
495,m495,route 9,1998,"['crime', 'drama']",1990
496,m496,rush hour 2,2001,"['action', 'comedy', 'crime', 'thriller']",2000
497,m497,rush hour,1998,"['action', 'comedy', 'thriller', 'crime']",1990
498,m498,runaway bride,1999,"['comedy', 'romance']",1990
499,m499,sleepless in seattle,1993,"['comedy', 'romance', 'drama']",1990
500,m500,salt of the earth,1954,"['drama', 'history']",1950
501,m501,the salton sea,2002,"['crime', 'drama', 'mystery', 'thriller']",2000
502,m502,saving private ryan,1998,"['action', 'drama', 'history', 'war']",1990
503,m503,say anything...,1989,"['comedy', 'drama', 'romance']",1980
504,m504,schindler's list,1993,"['biography', 'drama', 'history', 'war']",1990
505,m505,scream 2,1997,"['horror', 'mystery', 'thriller']",1990
506,m506,scream 3,2000,"['horror', 'mystery', 'thriller']",2000
507,m507,scream,1996,"['crime', 'horror', 'mystery', 'thriller']",1990
508,m508,seven,1979,"['action', 'drama']",1970
509,m509,the searchers,1956,"['adventure', 'drama', 'western']",1950
510,m510,seven days to live,2000,"['drama', 'horror', 'thriller']",2000
511,m511,shakespeare in love,1998,"['comedy', 'drama', 'romance']",1990
512,m512,shallow grave,1994,"['comedy', 'crime', 'drama', 'thriller']",1990
513,m513,shampoo,1975,"['drama', 'romance']",1970
514,m514,the shining,1980,"['horror', 'mystery', 'thriller']",1980
515,m515,silver bullet,1985,"['adventure', 'drama', 'horror', 'mystery', 'thriller']",1980
516,m516,sister act,1992,"['comedy', 'crime', 'music']",1990
517,m517,sleepy hollow,1999,"['fantasy', 'mystery', 'thriller']",1990
518,m518,sling blade,1996,['drama'],1990
519,m519,smoke,1995,"['comedy', 'drama']",1990
520,m520,snow falling on cedars,1999,"['drama', 'mystery', 'romance', 'thriller']",1990
521,m521,soldier,1998,"['action', 'drama', 'sci-fi']",1990
522,m522,some like it hot,1959,['comedy'],1950
523,m523,the wedding date,2005,"['comedy', 'romance']",2000
524,m524,sounder,1972,['drama'],1970
525,m525,south park: bigger longer & uncut,1999,"['animation', 'comedy', 'musical']",1990
526,m526,spacejacked,1997,"['action', 'sci-fi']",1990
527,m527,spare me,1992,['thriller'],1990
528,m528,sphere,1998,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']",1990
529,m529,star wars,1977,"['action', 'adventure', 'fantasy', 'sci-fi']",1970
530,m530,starship troopers,1997,"['action', 'adventure', 'sci-fi', 'thriller']",1990
531,m531,star trek: the motion picture,1979,"['adventure', 'fantasy', 'mystery', 'sci-fi']",1970
532,m532,state and main,2000,"['comedy', 'drama']",2000
533,m533,stepmom,1998,"['comedy', 'drama']",1990
534,m534,storytelling,2001,"['comedy', 'drama']",2000
535,m535,stranglehold,2007,"['action', 'adventure', 'crime']",2000
536,m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,"['comedy', 'drama']",1960
537,m537,suburbia,1996,"['comedy', 'drama']",1990
538,m538,sugar & spice,2001,"['comedy', 'crime']",2000
539,m539,sunset blvd.,1950,"['drama', 'film-noir']",1950
540,m540,supergirl,1984,"['action', 'adventure', 'sci-fi']",1980
541,m541,superman iii,1983,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']",1980
542,m542,superman ii,1980,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']",1980
543,m543,superman iv: the quest for peace,1987,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']",1980
544,m544,superman,1978,"['action', 'family', 'sci-fi']",1970
545,m545,the sweet hereafter,1997,['drama'],1990
546,m546,sweet smell of success,1957,"['drama', 'film-noir']",1950
547,m547,terminator 2: judgment day,1991,"['action', 'sci-fi', 'thriller']",1990
548,m548,taking sides,2001,"['drama', 'music', 'war']",2000
549,m549,the terminator,1984,"['action', 'sci-fi', 'thriller']",1980
550,m550,the game,1997,"['drama', 'mystery', 'thriller']",1990
551,m551,the haunting,1999,"['horror', 'thriller', 'mystery']",1990
552,m552,the limey,1999,"['crime', 'drama', 'mystery', 'thriller']",1990
553,m553,the man who wasn't there,2001,"['crime', 'drama']",2000
554,m554,the relic,1997,"['horror', 'mystery', 'thriller']",1990
555,m555,the truman show,1998,['drama'],1990
556,m556,the x files,1998,"['crime', 'horror', 'mystery', 'sci-fi', 'thriller']",1990
557,m557,the cell,2000,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']",2000
558,m558,the third man,1949,"['film-noir', 'mystery', 'thriller']",1940
559,m559,the beach,2000,"['adventure', 'drama', 'romance', 'thriller']",2000
560,m560,the believer,2001,['drama'],2000
561,m561,le grand bleu,1988,"['adventure', 'drama', 'romance']",1980
562,m562,the hebrew hammer,2003,['comedy'],2000
563,m563,the leopard man,1943,"['drama', 'horror', 'mystery', 'thriller']",1940
564,m564,the lost son,1999,"['crime', 'drama', 'romance', 'thriller']",1990
565,m565,the messenger,2009,"['drama', 'romance', 'war']",2000
566,m566,the pianist,2002,"['biography', 'drama', 'war']",2000
567,m567,the piano,1993,"['drama', 'romance']",1990
568,m568,the sting,1973,"['comedy', 'crime', 'drama']",1970
569,m569,the thin man,1934,"['comedy', 'crime', 'drama', 'mystery', 'romance']",1930
570,m570,three kings,1999,"['action', 'adventure', 'comedy', 'drama', 'war']",1990
571,m571,thx 1138,1971,"['drama', 'mystery', 'sci-fi', 'thriller']",1970
572,m572,ticker,2001,"['action', 'thriller', 'crime']",2000
573,m573,trouble in paradise,1932,"['comedy', 'crime', 'romance']",1930
574,m574,titanic,1997,"['drama', 'history', 'romance']",1990
575,m575,transatlantic merry-go-round,1934,"['comedy', 'musical', 'mystery', 'romance']",1930
576,m576,tombstone,1993,"['action', 'drama', 'history', 'romance', 'western']",1990
577,m577,tomorrow never dies,1997,"['action', 'adventure', 'thriller']",1990
578,m578,to sleep with anger,1990,['drama'],1990
579,m579,toy story,1995,"['animation', 'adventure', 'comedy', 'family', 'fantasy']",1990
580,m580,the magic toyshop,1987,['fantasy'],1980
581,m581,traffic,2000,"['crime', 'drama', 'thriller']",2000
582,m582,trainspotting,1996,"['crime', 'drama']",1990
583,m583,star trek v: the final frontier,1989,"['action', 'adventure', 'sci-fi', 'thriller']",1980
584,m584,tron,1982,"['action', 'adventure', 'sci-fi', 'thriller', 'sci-fi']",1980
585,m585,true lies,1994,"['action', 'thriller']",1990
586,m586,true romance,1993,"['crime', 'romance', 'thriller']",1990
587,m587,twelve monkeys,1995,"['mystery', 'sci-fi', 'thriller']",1990
588,m588,u-turn,1973,['drama'],1970
589,m589,u turn,1997,"['crime', 'drama', 'thriller']",1990
590,m590,unbreakable,2000,"['drama', 'fantasy', 'mystery', 'thriller']",2000
591,m591,unforgiven,1992,"['drama', 'western']",1990
592,m592,the usual suspects,1995,"['crime', 'mystery', 'thriller']",1990
593,m593,verdict,1974,['drama'],1970
594,m594,vertigo,1958,"['crime', 'mystery', 'romance', 'thriller']",1950
595,m595,very bad things,1998,"['comedy', 'crime', 'thriller']",1990
596,m596,viridiana,1961,['drama'],1960
597,m597,virtuosity,1995,"['action', 'crime', 'sci-fi', 'thriller']",1990
598,m598,wag the dog,1997,"['comedy', 'drama']",1990
599,m599,wall street,1987,"['crime', 'drama']",1980
600,m600,waxwork,1988,"['comedy', 'fantasy', 'horror']",1980
601,m601,what lies beneath,2000,"['drama', 'horror', 'mystery', 'thriller']",2000
602,m602,what women want,2000,"['comedy', 'fantasy', 'romance']",2000
603,m603,the witching hour,1996,"['documentary', 'short']",1990
604,m604,white angel,1994,"['drama', 'thriller']",1990
605,m605,who's your daddy?,2003,['comedy'],2000
606,m606,wild things,1998,"['crime', 'mystery', 'thriller']",1990
607,m607,wild wild west,1999,"['action', 'western', 'comedy', 'sci-fi']",1990
608,m608,willow,1988,"['action', 'adventure', 'drama', 'fantasy', 'romance']",1980
609,m609,witness,1985,"['drama', 'romance', 'thriller']",1980
610,m610,the wizard of oz,1939,"['adventure', 'family', 'fantasy', 'musical']",1930
611,m611,the world is not enough,1999,"['action', 'adventure', 'thriller']",1990
612,m612,watchmen,2009,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']",2000
613,m613,xxx,2002,"['action', 'adventure', 'crime']",2000
614,m614,x-men,2000,"['action', 'sci-fi']",2000
615,m615,young frankenstein,1974,"['comedy', 'sci-fi']",1970
616,m616,zulu dawn,1979,"['action', 'adventure', 'drama', 'history', 'war']",1970
